1,7041,7603,7426
2,107595,110495,129120
3,179410,188531,207457
4,217782,214582,209096
5,282463,321719,299540
6,348281,325439,442659
7,474739,373830,555866
8,493120,493497,567879
9,499906,601553,547079
10,582332,554306,594447
11,636550,511387,650309
12,575841,622050,612655
13,620732,732781,623613
14,652232,641077,708424
15,699360,579238,672961
16,646646,550911,637624
17,524326,629416,695591
18,571461,669567,600664
19,535627,647116,594378
20,543296,587359,606570
21,563499,547864,570516
